first_name,last_name,full_name,department,organization,organization_type,country,leader,team_id,position,times_cited,api_name,gender,probability,count
Amanjit,Bal,"Amanjit, Bal",Pathol,PGIMER,Institute,India,"Pradeep, Vaideeswar",1756,first,8,Amanjit,male,0.82,11
Ranjan,Agrawal,"Ranjan, Agrawal",Pathol,Rohilkhand Med Coll & Hosp,College,India,"Pradeep, Vaideeswar",1756,other,8,Ranjan,male,0.97,449
Pradeep,Vaideeswar,"Pradeep, Vaideeswar",Div Cardiovasc & Thorac,Seth GS Med Coll,College,India,"Pradeep, Vaideeswar",1756,leader,8,Pradeep,male,0.99,2640
Sudheer,Arava,"Sudheer, Arava",Pathol,All India Inst Med Sci,Institute,India,"Pradeep, Vaideeswar",1756,other,8,Sudheer,male,0.99,270
Amita,Jain,"Amita, Jain",Microbiol,King George Med Univ,University,India,"Pradeep, Vaideeswar",1756,last,8,Amita,female,0.91,264
Venkatesh,Balakrishna,"Venkatesh, Balakrishna",19th Cross,CBR Global Network,Others,India,"Boya, Nugraha",1757,last,7,Venkatesh,male,1,608
Savita,Devi,"Savita, Devi",Sch Paramed & Physiotherapy,Lovely Profess Univ,University,India,"Kamaldeep, Singh",1758,first,0,Savita,female,0.99,185
Kamaldeep,Singh,"Kamaldeep, Singh",Sch Med & Allied Sci,Galgotias Univ,University,India,"Kamaldeep, Singh",1758,"last, leader",0,Kamaldeep,male,0.9,42
Kewal,Krishan,"Kewal, Krishan",Anthropol,Panjab Univ,University,India,"Kewal, Krishan",1759,"first, leader",1,Kewal,male,1,64
Tanuj,Kanchan,"Tanuj, Kanchan",Forens Med & Toxicol,All India Inst Med Sci,Institute,India,"Kewal, Krishan",1759,last,1,Tanuj,male,0.98,113
Sandeep,Grover,"Sandeep, Grover",Psychiat,Postgrad Inst Med Educ & Res,Institute,India,"Sandeep, Grover",1760,"first, leader",44,Sandeep,male,0.98,4494
Swapnajeet,Sahoo,"Swapnajeet, Sahoo",Psychiat,Postgrad Inst Med Educ & Res,Institute,India,"Sandeep, Grover",1760,other,44,Swapnajeet,male,1,2
Aseem,Mehra,"Aseem, Mehra",Psychiat,Postgrad Inst Med Educ & Res,Institute,India,"Sandeep, Grover",1760,other,44,Aseem,male,1,172
Ajit,Avasthi,"Ajit, Avasthi",Mohali,Fortis Hosp,Hospital,India,"Sandeep, Grover",1760,other,44,Ajit,male,0.99,918
Adarsh,Tripathi,"Adarsh, Tripathi",Psychiat,King Georges Med Univ,University,India,"Sandeep, Grover",1760,other,44,Adarsh,male,0.99,322
P K,Dalal,"P K, Dalal",Psychiat,King Georges Med Univ,University,India,"Sandeep, Grover",1760,other,44,Dalal,female,0.95,1439
Alka,Subramanyan,"Alka, Subramanyan",Psychiat,TNMC & BYL Nair Ch Hosp,Hospital,India,"Sandeep, Grover",1760,other,44,Alka,female,0.74,623
Amrit,Pattojoshi,"Amrit, Pattojoshi",Psychiat,HiTech Med Coll,College,India,"Sandeep, Grover",1760,other,44,Amrit,male,0.87,542
G Prasad,Rao,"G Prasad, Rao",Hyderabad,Asha Hosp,Hospital,India,"Sandeep, Grover",1760,other,44,Rao,male,0.92,618
Gautam,Saha,"Gautam, Saha",Barasat,Clin Brain Neuropsychiat Inst & Res Ctr,Institute,India,"Sandeep, Grover",1760,other,44,Gautam,male,0.99,837
K K,Mishra,"K K, Mishra",Psychiat,Mahatma Gandhi Inst Med Sci,Institute,India,"Sandeep, Grover",1760,other,44,Mishra,male,0.9,40
Kaustav,Chakraborty,"Kaustav, Chakraborty",Coll Med,WBUHS,University,India,"Sandeep, Grover",1760,other,44,Kaustav,male,1,47
Kaustav,Chakraborty,"Kaustav, Chakraborty",JNM Hosp,WBUHS,University,India,"Sandeep, Grover",1760,other,44,Kaustav,male,1,47
Naren P,Rao,"Naren P, Rao",Psychiat,NIMHANS,Institute,India,"Sandeep, Grover",1760,other,44,Naren,male,0.91,342
Y C Janardran,Reddy,"Y C Janardran, Reddy",Psychiat,NIMHANS,Institute,India,"Sandeep, Grover",1760,other,44,Reddy,male,0.9,391
Mrugesh,Vaishnav,"Mrugesh, Vaishnav",Ahmadabad,Samvedana Grp Hosp & Res Ctr,Hospital,India,"Sandeep, Grover",1760,other,44,Mrugesh,male,1,29
Om Prakash,Singh,"Om Prakash, Singh",Psychiat,NRS Med Coll,College,India,"Sandeep, Grover",1760,other,44,Om,male,0.61,1348
Rakesh K,Chadda,"Rakesh K, Chadda",Psychiat,All India Inst Med Sci,Institute,India,"Sandeep, Grover",1760,other,44,Rakesh,male,0.99,3715
Siddharth,Sarkar,"Siddharth, Sarkar",Psychiat,All India Inst Med Sci,Institute,India,"Sandeep, Grover",1760,other,44,Siddharth,male,0.99,924
Ravi,Gupta,"Ravi, Gupta",Psychiat,All India Inst Med Sci,Institute,India,"Sandeep, Grover",1760,other,44,Ravi,male,0.98,6167
Shiv,Gautam,"Shiv, Gautam",Jaipur,Gautam Hosp & Res Ctr,Hospital,India,"Sandeep, Grover",1760,other,44,Shiv,male,0.91,795
T S Sathyanarayana,Rao,"T S Sathyanarayana, Rao",JSS Med Coll & Hosp,JSS Acad Higher Educ & Res,Academy,India,"Sandeep, Grover",1760,other,44,Rao,male,0.92,618
Vinay,Kumar,"Vinay, Kumar",Patna,Manoved Mind Hosp,Hospital,India,"Sandeep, Grover",1760,last,44,Vinay,male,0.99,2065
Sandeep,Grover,"Sandeep, Grover",Mohali,Postgrad Inst Med Educ & Res,Institute,India,"Sandeep, Grover",1761,"first, leader",12,Sandeep,male,0.98,4494
Aseem,Mehra,"Aseem, Mehra",Mohali,Postgrad Inst Med Educ & Res,Institute,India,"Sandeep, Grover",1761,other,12,Aseem,male,1,172
Swapnajeet,Sahoo,"Swapnajeet, Sahoo",Mohali,Postgrad Inst Med Educ & Res,Institute,India,"Sandeep, Grover",1761,other,12,Swapnajeet,male,1,2
Ajit,Avasthi,"Ajit, Avasthi",Mohali,Fortis Hosp,Hospital,India,"Sandeep, Grover",1761,other,12,Ajit,male,0.99,918
Ajit,Avasthi,"Ajit, Avasthi",Chandigarh,CMC,College,India,"Sandeep, Grover",1761,other,12,Ajit,male,0.99,918
Adarsh,Tripathi,"Adarsh, Tripathi",Lucknow,King Georges Med Univ,University,India,"Sandeep, Grover",1761,other,12,Adarsh,male,0.99,322
P K,Dalal,"P K, Dalal",Lucknow,King Georges Med Univ,University,India,"Sandeep, Grover",1761,other,12,Dalal,female,0.95,1439
Avinash,D'Souza,"Avinash, D'Souza",Mumbai,Lokmanya Tilak Municipal Gen Hosp & Med Coll,College,India,"Sandeep, Grover",1761,other,12,Avinash,male,0.99,1582
Gautam,Saha,"Gautam, Saha",Bengaluru,Clin Brain Neuropsychiat Inst & Res Ctr,Institute,India,"Sandeep, Grover",1761,other,12,Gautam,male,0.99,837
A,Jagadhisha,"A, Jagadhisha",Bengaluru,Abhaya Hosp,Hospital,India,"Sandeep, Grover",1761,other,12,Jagadhisha,male,1,0
Mahesh,Gowda,"Mahesh, Gowda",Bengaluru,Spandana Hlth Care,Hospital,India,"Sandeep, Grover",1761,other,12,Mahesh,male,0.99,2801
Mrugesh,Vaishnav,"Mrugesh, Vaishnav",Ahmadabad,Samvedana Grp Hosp & Res Ctr,Hospital,India,"Sandeep, Grover",1761,other,12,Mrugesh,male,1,29
Omprakash,Singh,"Omprakash, Singh",Kolkata,NRS Med Coll,College,India,"Sandeep, Grover",1761,other,12,Omprakash,male,0.98,123
Parmod,Kumar,"Parmod, Kumar",Chandigarh,Dr Parmod Clin,Hospital,India,"Sandeep, Grover",1761,last,12,Parmod,male,0.99,73
Ravi,Gupta,"Ravi, Gupta",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,first,20,Ravi,male,0.98,6167
Aniruddha,Basu,"Aniruddha, Basu",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Aniruddha,male,0.99,148
Vijay,Krishnan,"Vijay, Krishnan",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,leader,20,Vijay,male,0.99,4926
Niraj,Kumar,"Niraj, Kumar",Neurol,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Niraj,male,0.99,542
Sandeep,Grover,"Sandeep, Grover",Psychiat,Postgrad Inst Med Educ & Res,Institute,India,"Vijay, Krishnan",1762,other,20,Sandeep,male,0.98,4494
Aseem,Mehra,"Aseem, Mehra",Psychiat,Postgrad Inst Med Educ & Res,Institute,India,"Vijay, Krishnan",1762,other,20,Aseem,male,1,172
Swapnajeet,Sahoo,"Swapnajeet, Sahoo",Psychiat,Postgrad Inst Med Educ & Res,Institute,India,"Vijay, Krishnan",1762,other,20,Swapnajeet,male,1,2
Adarsh,Tripathi,"Adarsh, Tripathi",Psychiat,King George Med Univ,University,India,"Vijay, Krishnan",1762,other,20,Adarsh,male,0.99,322
Anil,Nischal,"Anil, Nischal",Psychiat,King George Med Univ,University,India,"Vijay, Krishnan",1762,other,20,Anil,male,0.97,6560
Pronob Kumar,Dalal,"Pronob Kumar, Dalal",Psychiat,King George Med Univ,University,India,"Vijay, Krishnan",1762,other,20,Pronob,male,1,4
Adarsh,Tripathi,"Adarsh, Tripathi",Physiol,King George Med Univ,University,India,"Vijay, Krishnan",1762,other,20,Adarsh,male,0.99,322
Anil,Nischal,"Anil, Nischal",Physiol,King George Med Univ,University,India,"Vijay, Krishnan",1762,other,20,Anil,male,0.97,6560
Pronob Kumar,Dalal,"Pronob Kumar, Dalal",Physiol,King George Med Univ,University,India,"Vijay, Krishnan",1762,other,20,Pronob,male,1,4
Shweta,Kanchan,"Shweta, Kanchan",Physiol,King George Med Univ,University,India,"Vijay, Krishnan",1762,other,20,Shweta,female,0.98,716
Alka,Subramanyam,"Alka, Subramanyam",Psychiat,TN Nair Med Coll,College,India,"Vijay, Krishnan",1762,other,20,Alka,female,0.74,623
Kshirod Kumar,Mishra,"Kshirod Kumar, Mishra",Psychiat,Mahatma Gandhi Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Kshirod,male,1,31
Arshad,Hussain,"Arshad, Hussain",Psychiat,Govt Med Coll,College,India,"Vijay, Krishnan",1762,other,20,Arshad,male,0.99,1525
Atul,Ambekar,"Atul, Ambekar",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Atul,male,0.99,1337
Vishal,Chhabra,"Vishal, Chhabra",Bhopal,Peoples Med Coll,College,India,"Vijay, Krishnan",1762,other,20,Vishal,male,0.99,3802
Manish,Bathla,"Manish, Bathla",MM Inst Med Sci & Res,MMDU,University,India,"Vijay, Krishnan",1762,other,20,Manish,male,0.99,3879
Narayana,Manjunatha,"Narayana, Manjunatha",Psychiat,NIMHANS,Institute,India,"Vijay, Krishnan",1762,other,20,Narayana,male,0.82,119
Samir Kumar,Praharaj,"Samir Kumar, Praharaj",Psychiat,KIMS,Hospital,India,"Vijay, Krishnan",1762,other,20,Samir,male,0.98,56483
T S Satyanarayana,Rao,"T S Satyanarayana, Rao",JSS Med Coll & Hosp,JSS Acad Higher Educ & Res,Academy,India,"Vijay, Krishnan",1762,other,20,Rao,male,0.92,618
Naresh,Nebhinani,"Naresh, Nebhinani",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Naresh,male,0.99,1460
Navendu,Gaur,"Navendu, Gaur",Ajmer,Gaur Mental Hlth Clin,Hospital,India,"Vijay, Krishnan",1762,other,20,Navendu,male,1,14
Ritu,Daga,"Ritu, Daga",Jaipur,Vivekananda Inst Mental Hlth,Institute,India,"Vijay, Krishnan",1762,other,20,Ritu,female,0.87,493
Pankaj,Kumar,"Pankaj, Kumar",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Pankaj,male,0.99,2920
Purav Kumar,Midha,"Purav Kumar, Midha",Bathinda,Midha Neuropsychiat Ctr,Research,India,"Vijay, Krishnan",1762,other,20,Purav,male,0.97,30
Sandeep Kumar,Goyal,"Sandeep Kumar, Goyal",Ludhiana,SPS Hosp,Hospital,India,"Vijay, Krishnan",1762,other,20,Sandeep,male,0.98,4494
Sai Krishna,Tikka,"Sai Krishna, Tikka",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Sai,male,0.77,2637
Sourav,Das,"Sourav, Das",Kolkata,Somnos Sleep Clin,Hospital,India,"Vijay, Krishnan",1762,other,20,Sourav,male,0.99,459
Sujit,Sarkhel,"Sujit, Sarkhel",Inst Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Sujit,male,0.98,381
Susanta Kumar,Padhy,"Susanta Kumar, Padhy",Psychiat,All India Inst Med Sci,Institute,India,"Vijay, Krishnan",1762,other,20,Susanta,male,1,75
Vaibhav,Dubey,"Vaibhav, Dubey",Psychiat,Peoples Med Coll,College,India,"Vijay, Krishnan",1762,other,20,Vaibhav,male,1,1179
Vikas,Menon,"Vikas, Menon",Psychiat,JIPMER,Research,India,"Vijay, Krishnan",1762,other,20,Vikas,male,0.99,2499
Vikas,Menon,"Vikas, Menon",Psychiat,Fortis Hosp,Hospital,India,"Vijay, Krishnan",1762,last,20,Vikas,male,0.99,2499
Debanjan,Banerjee,"Debanjan, Banerjee",Psychiat,Natl Inst Mental Hlth & Neurosci,Institute,India,"T S Sathyanarayana, Rao",1763,first,3,Debanjan,male,1,33
T S Sathyanarayana,Rao,"T S Sathyanarayana, Rao",JSS Med Coll,JSS Acad Higher Educ & Res,Academy,India,"T S Sathyanarayana, Rao",1763,"last, leader",3,Rao,male,0.92,618
Abhijit,Nadkarni,"Abhijit, Nadkarni",Sangath,Addict Res Grp,Research,India,"Abhijit, Nadkarni",1764,leader,16,Abhijit,male,0.99,580
Arjun,Kapoor,"Arjun, Kapoor",Ctr Mental Hlth Law & Policy,Indian Law Soc,College,India,"Abhijit, Nadkarni",1764,other,16,Arjun,male,0.99,1611
Soumitra,Pathare,"Soumitra, Pathare",Ctr Mental Hlth Law & Policy,Indian Law Soc,College,India,"Abhijit, Nadkarni",1764,last,16,Soumitra,male,0.96,54
E,Mohandas,"E, Mohandas",Trichur,Sun Med & Res Ctr,Research,India,"Avinash, De Sousa",1765,other,0,Mohandas,male,1,30
Avinash,De Sousa,"Avinash, De Sousa",Psychiat,Lokmanya Tilak Municipal Gen Hosp & Med Coll,College,India,"Avinash, De Sousa",1765,"last, leader",0,Avinash,male,0.99,1582
Ritesh,Gupta,"Ritesh, Gupta",B-16 Chirag Enclave,Fortis CODC Hosp,Hospital,India,"Ritesh, Gupta",1766,"first, leader",12,Ritesh,male,0.99,1096
Anoop,Misra,"Anoop, Misra",B-16 Chirag Enclave,Fortis CODC Hosp,Hospital,India,"Ritesh, Gupta",1766,other,12,Anoop,male,0.99,832
Anoop,Misra,"Anoop, Misra",New Delhi,Natl Diabet Obes & Cholesterol Fdn,Hospital,India,"Ritesh, Gupta",1766,other,12,Anoop,male,0.99,832
Anoop,Misra,"Anoop, Misra",New Delhi,Diabet Fdn India,Others,India,"Ritesh, Gupta",1766,last,12,Anoop,male,0.99,832
Awadhesh Kumar,Singh,"Awadhesh Kumar, Singh",Endocrinol & Diabet,GD Hosp & Diabet Inst,Institute,India,"Awadhesh Kumar, Singh",1767,"first, leader",16,Awadhesh,male,1,40
Abhay N,Datarkar,"Abhay N, Datarkar",Oral & Maxillofacial Surg,Govt Dent Coll & Hosp Nagpur Maharashtra,College,India,"Ori, Mijiritsky",1768,other,10,Abhay,male,1,688
Avtar Singh,Meena,"Avtar Singh, Meena",Uppal Rd,CSIR Ctr Cellular & Mol Biol CCMB,Research,India,"Rajkumar Singh, Kalra",1769,other,14,Avtar,male,0.98,180
Ramesh,Kandimalla,"Ramesh, Kandimalla",Appl Biol,CSIR Indian Inst Chem Technol IICT,Institute,India,"Rajkumar Singh, Kalra",1769,other,14,Ramesh,male,0.98,2984
Ramesh,Kandimalla,"Ramesh, Kandimalla",Biochem,Kakatiya Med Coll,College,India,"Rajkumar Singh, Kalra",1769,last,14,Ramesh,male,0.98,2984
Neha,Kaushal,"Neha, Kaushal",Biotechnol,Thapar Inst Engn & Technol,Institute,India,"Manoj, Baranwal",1770,first,8,Neha,female,0.97,2082
Yogita,Gupta,"Yogita, Gupta",Biotechnol,Thapar Inst Engn & Technol,Institute,India,"Manoj, Baranwal",1770,other,8,Yogita,female,0.97,98
Mehendi,Goyal,"Mehendi, Goyal",Biotechnol,Thapar Inst Engn & Technol,Institute,India,"Manoj, Baranwal",1770,other,8,Mehendi,female,1,3
Manoj,Baranwal,"Manoj, Baranwal",Biotechnol,Thapar Inst Engn & Technol,Institute,India,"Manoj, Baranwal",1770,leader,8,Manoj,male,0.99,3843
Mehendi,Goyal,"Mehendi, Goyal",Mohali 160055,Talwar & Talwar Consultants,Others,India,"Manoj, Baranwal",1770,other,8,Mehendi,female,1,3
Yashpal Singh,Malik,"Yashpal Singh, Malik",Div Biol Standardizat,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,"first, leader",28,Yashpal,male,0.97,61
Shubhankar,Sircar,"Shubhankar, Sircar",Div Biol Standardizat,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,other,28,Shubhankar,male,0.97,33
Sudipta,Bhat,"Sudipta, Bhat",Div Biol Standardizat,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,other,28,Sudipta,male,0.82,113
Naveen,Kumar,"Naveen, Kumar",OIE Reference Lab Avian Influenza,ICAR Natl Inst High Secur Anim Dis,Institute,India,"Yashpal Singh, Malik",1771,other,28,Naveen,male,0.98,2239
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,other,28,Kuldeep,male,0.99,779
Mamta,Pathak,"Mamta, Pathak",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,other,28,Mamta,female,0.98,246
Shailesh Kumar,Patel,"Shailesh Kumar, Patel",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,other,28,Shailesh,male,0.99,710
Parakriti,Gupta,"Parakriti, Gupta",Virol,PGIMER,Institute,India,"Yashpal Singh, Malik",1771,other,28,Parakriti,female,1,0
Kapil,Goyal,"Kapil, Goyal",Virol,PGIMER,Institute,India,"Yashpal Singh, Malik",1771,other,28,Kapil,male,0.99,1173
Mini P,Singh,"Mini P, Singh",Virol,PGIMER,Institute,India,"Yashpal Singh, Malik",1771,other,28,Mini,female,0.68,3535
Ujjala,Ghoshal,"Ujjala, Ghoshal",Microbiol,Sanjay Gandhi Postgrad Inst Med Sci,Institute,India,"Yashpal Singh, Malik",1771,other,28,Ujjala,female,0.86,7
O R,VinodhKumar,"O R, VinodhKumar",Div Epidemiol,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,other,28,VinodhKumar,male,1,5
Mohd Iqbal,Yatoo,"Mohd Iqbal, Yatoo",Srinagar 190025,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,"Yashpal Singh, Malik",1771,other,28,Mohd,male,0.98,27080
Ruchi,Tiwari,"Ruchi, Tiwari",Vet Microbiol & Immunol,Pandit Deen Dayal Upadhayay Pashu Chikitsa Vigyan,Others,India,"Yashpal Singh, Malik",1771,other,28,Ruchi,female,0.91,291
Balasubramanian,Ganesh,"Balasubramanian, Ganesh",Lab Div,Indian Council Med Res Natl Inst Epidemiol,Institute,India,"Yashpal Singh, Malik",1771,other,28,Balasubramanian,male,0.97,102
Prashant,Kumar,"Prashant, Kumar",Amity Inst Virol & Immunol,Amity Univ,University,India,"Yashpal Singh, Malik",1771,other,28,Prashant,male,1,2326
Raj Kumar,Singh,"Raj Kumar, Singh",Div Vet Biotechnol,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1771,last,28,Raj,male,0.97,10726
Anil,Vasudevan,"Anil, Vasudevan",Pediat Nephrol,St Johns Med Coll Hosp,College,India,"Om P, Mishra",1772,first,2,Anil,male,0.97,6560
Priya,Pais,"Priya, Pais",Pediat Nephrol,St Johns Med Coll Hosp,College,India,"Om P, Mishra",1772,other,2,Priya,female,0.95,2322
Mukta,Mantan,"Mukta, Mantan",Pediat,Maulana Azad Med Coll,College,India,"Om P, Mishra",1772,other,2,Mukta,female,0.83,65
Sriram,Krishnamurthy,"Sriram, Krishnamurthy",Pediat,JIPMER,Research,India,"Om P, Mishra",1772,other,2,Sriram,male,0.99,298
Georgie,Mathew,"Georgie, Mathew",Div Pediat Nephrol,All India Inst Med Sci,Institute,India,"Om P, Mishra",1772,other,2,Georgie,female,0.68,1030
Pankaj,Hari,"Pankaj, Hari",Div Pediat Nephrol,All India Inst Med Sci,Institute,India,"Om P, Mishra",1772,other,2,Pankaj,male,0.99,2920
Arvind,Bagga,"Arvind, Bagga",Div Pediat Nephrol,All India Inst Med Sci,Institute,India,"Om P, Mishra",1772,other,2,Arvind,male,0.99,1448
Madhuri,Kanitkar,"Madhuri, Kanitkar",Jammu,DCIDS Med,Others,India,"Om P, Mishra",1772,other,2,Madhuri,female,0.99,176
Sanjeev,Gulati,"Sanjeev, Gulati",Nephrol,Fortis Grp Hosp,Hospital,India,"Om P, Mishra",1772,other,2,Sanjeev,male,0.99,1566
Om P,Mishra,"Om P, Mishra",Inst Med Sci,Banaras Hindu Univ,University,India,"Om P, Mishra",1772,"last, leader",2,Om,male,0.61,1348
Puneet Kaur,Sahi,"Puneet Kaur, Sahi",Pediat,Maulana Azad Med Coll,College,India,"Puneet Kaur, Sahi",1773,"first, leader",16,Puneet,male,0.98,761
Devendra,Mishra,"Devendra, Mishra",Pediat,Maulana Azad Med Coll,College,India,"Puneet Kaur, Sahi",1773,other,16,Devendra,male,0.99,496
Devendra,Mishra,"Devendra, Mishra",Med Educ,Maulana Azad Med Coll,College,India,"Puneet Kaur, Sahi",1773,other,16,Devendra,male,0.99,496
Tejinder,Singh,"Tejinder, Singh",Pediat,SGRD Inst Med Sci & Res,Institute,India,"Puneet Kaur, Sahi",1773,other,16,Tejinder,male,0.94,106
Tejinder,Singh,"Tejinder, Singh",Med Educ,SGRD Inst Med Sci & Res,Institute,India,"Puneet Kaur, Sahi",1773,last,16,Tejinder,male,0.94,106
Vidushi,Mahajan,"Vidushi, Mahajan",Pediat,Govt Med Coll & Hosp,College,India,"Vidushi, Mahajan",1774,"first, leader",8,Vidushi,female,0.96,24
Tanvi,Singh,"Tanvi, Singh",Pediat,Govt Med Coll & Hosp,College,India,"Vidushi, Mahajan",1774,other,8,Tanvi,female,0.91,150
Chandrika,Azad,"Chandrika, Azad",Pediat,Govt Med Coll & Hosp,College,India,"Vidushi, Mahajan",1774,last,8,Chandrika,female,0.92,79
Gagan Deep,Sharma,"Gagan Deep, Sharma",Univ Sch Management Studies,Guru Gobind Singh Indraprastha Univ,University,India,"Gagan Deep, Sharma",1775,"first, leader",0,Gagan,male,0.94,725
Sanchita,Bansal,"Sanchita, Bansal",Univ Sch Management Studies,Guru Gobind Singh Indraprastha Univ,University,India,"Gagan Deep, Sharma",1775,other,0,Sanchita,female,0.96,53
Anshita,Yadav,"Anshita, Yadav",Univ Sch Management Studies,Guru Gobind Singh Indraprastha Univ,University,India,"Gagan Deep, Sharma",1775,other,0,Anshita,female,1,10
Mansi,Jain,"Mansi, Jain",Univ Sch Management Studies,Guru Gobind Singh Indraprastha Univ,University,India,"Gagan Deep, Sharma",1775,other,0,Mansi,female,0.76,287
Isha,Garg,"Isha, Garg",Univ Sch Management Studies,Guru Gobind Singh Indraprastha Univ,University,India,"Gagan Deep, Sharma",1775,last,0,Isha,female,0.92,734
Himadri,Mukherjee,"Himadri, Mukherjee",Comp Sci,West Bengal State Univ,University,India,"K C, Santosh",1776,first,1,Himadri,male,0.79,48
Ankita,Dhar,"Ankita, Dhar",Comp Sci,West Bengal State Univ,University,India,"K C, Santosh",1776,other,1,Ankita,female,0.98,479
Kaushik,Roy,"Kaushik, Roy",Comp Sci,West Bengal State Univ,University,India,"K C, Santosh",1776,other,1,Kaushik,male,0.99,498
Subhankar,Ghosh,"Subhankar, Ghosh",CVPR Unit,Indian Stat Inst,Institute,India,"K C, Santosh",1776,other,1,Subhankar,male,1,64
Sk Md,Obaidullah,"Sk Md, Obaidullah",Comp Sci & Engn,Aliah Univ,University,India,"K C, Santosh",1776,other,1,Sk,male,0.81,1328
Suraj Singh,Senjam,"Suraj Singh, Senjam",Community Ophthalmol,All India Inst Med Sci,Institute,India,"Suraj Singh, Senjam",1777,"first, leader",0,Suraj,male,0.99,1675
Shasank S,Swain,"Shasank S, Swain",Div Microbiol,ICMR Reg Med Res Ctr,Research,India,"Shasank S, Swain",1778,"first, leader",0,Shasank,male,1,6
Tahziba,Hussain,"Tahziba, Hussain",Div Microbiol,ICMR Reg Med Res Ctr,Research,India,"Shasank S, Swain",1778,other,0,Tahziba,female,0.75,4
Shasank S,Swain,"Shasank S, Swain",NCDs,ICMR Reg Med Res Ctr,Research,India,"Shasank S, Swain",1778,leader,0,Shasank,male,1,6
Tahziba,Hussain,"Tahziba, Hussain",NCDs,ICMR Reg Med Res Ctr,Research,India,"Shasank S, Swain",1778,other,0,Tahziba,female,0.75,4
Satya R,Singh,"Satya R, Singh",Ctr Bioinformat,Pondicherry Univ,University,India,"Shasank S, Swain",1778,other,0,Satya,male,0.86,814
Alaka,Sahoo,"Alaka, Sahoo",Inst Med Sci,Siksha O Anusandhan Deemed Univ,University,India,"Shasank S, Swain",1778,other,0,Alaka,male,0.74,74
Alaka,Sahoo,"Alaka, Sahoo",SUM Hosp,Siksha O Anusandhan Deemed Univ,University,India,"Shasank S, Swain",1778,other,0,Alaka,male,0.74,74
Sanghamitra,Pati,"Sanghamitra, Pati",Div Publ Hlth & Res,ICMR Reg Med Res Ctr,Research,India,"Shasank S, Swain",1778,last,0,Sanghamitra,female,0.97,29
Ruchi,Nanavati,"Ruchi, Nanavati",Neonatol,Seth GS Med Coll,College,India,"Medha, Goyal",1779,first,0,Ruchi,female,0.91,291
Dwayne,Mascarenhas,"Dwayne, Mascarenhas",Neonatol,Seth GS Med Coll,College,India,"Medha, Goyal",1779,other,0,Dwayne,male,0.99,1902
Medha,Goyal,"Medha, Goyal",Neonatol,Seth GS Med Coll,College,India,"Medha, Goyal",1779,leader,0,Medha,female,0.78,68
Anitha,Haribalakrishna,"Anitha, Haribalakrishna",Neonatol,Seth GS Med Coll,College,India,"Medha, Goyal",1779,other,0,Anitha,female,0.98,513
Ruchi,Nanavati,"Ruchi, Nanavati",Mumbai 400012,King Edward Mem Hosp,Hospital,India,"Medha, Goyal",1779,other,0,Ruchi,female,0.91,291
Dwayne,Mascarenhas,"Dwayne, Mascarenhas",Mumbai 400012,King Edward Mem Hosp,Hospital,India,"Medha, Goyal",1779,other,0,Dwayne,male,0.99,1902
Medha,Goyal,"Medha, Goyal",Mumbai 400012,King Edward Mem Hosp,Hospital,India,"Medha, Goyal",1779,leader,0,Medha,female,0.78,68
Anitha,Haribalakrishna,"Anitha, Haribalakrishna",Mumbai 400012,King Edward Mem Hosp,Hospital,India,"Medha, Goyal",1779,other,0,Anitha,female,0.98,513
Gita,Nataraj,"Gita, Nataraj",Microbiol,Seth GS Med Coll KEM Hosp,College,India,"Medha, Goyal",1779,last,0,Gita,female,0.94,1485
Nishant,Kumar,"Nishant, Kumar",Mumbai,Hinduja Hosp,Hospital,India,"Tarundeep, Singh",1780,first,1,Nishant,male,0.99,948
Shibal,Bhartiya,"Shibal, Bhartiya",New Delhi,Fortis Mem Res Inst,Institute,India,"Tarundeep, Singh",1780,other,1,Shibal,male,1,2
